Number	Order_Group	Species_Name	Final_Status	Status_Confidence	Database_Confidence	Group_Count	Species_Count	Sequence_Count	ML_Distance	ML_Similarity	dN_Distance	dN_Similarity	dS_Distance	dS_Similarity	AA_Distance	AA_Similarity	Ztest_Distance	Ztest_Similarity	dN/dS_Distance	dN/dS_Similarity
753	Hymenoptera_Group_65	Neopareophora litura	Native	33		1	1	1	0.09667289		0.02392547		0.46634932		0.02877896		6.41E-05		0.0513037523	
754	Hymenoptera_Group_66	Pristiphora bivittata	Native	33		1	1	1	0.11309388		0.01743343		0.48968737		0.02150621		0.00175756		0.03560114283	
755	Hymenoptera_Group_67	Nematus atriceps group sp. TN-2010	Unknown	33		1	1	1	0.07581564		0.0158067		0.38311922		0.01428596		0.0003733		0.04125791444	
756	Hymenoptera_Group_68	Nematus tricolor	Unknown	66		1	1	1	0.07581564		0.01261196		0.38311922		0.01428596		0.00364487		0.03291915242	
757	Hymenoptera_Group_69	Amauronematus brunneus	Native	33		1	1	1	0.08228526		0.00784116		0.48297746		0.00711747		0.00046678		0.01623504335	
758	Hymenoptera_Group_7					0		1	0.19748984		0.12731218		0.68306291		0.20204906		3.89E-06		0.1863842673	
759	Hymenoptera_Group_70	Pachynematus corniger	Native	33		1	1	1	0.08228526		0.00784116		0.48297746		0.00711747		0.00033179		0.01623504335	
760	Hymenoptera_Group_71	Periclista sp. SAL-2012	Unknown	33		1	1	1	0.13256723		0.04681455		0.41989623		0.07356257		0.00109603		0.1114907605	
761	Hymenoptera_Group_72	Fenusa pumila	Introduced	100	50	1	1	1	0.10785987		0.03855238		0.49929802		0.05092009		0.00225521		0.07721316419	
762	Hymenoptera_Group_73	Fenella nigrita	Introduced	100	50	1	1	1	0.10785987		0.03696517		0.50316653		0.05092009		0.00027961		0.07346508123	
763	Hymenoptera_Group_74	Profenusa lucifex	Native	33		1	1	1	0.11766095		0.03696517		0.38092222		0.05092009		0.0032445		0.09704125425	
764	Hymenoptera_Group_75					0		1	0.16121459		0.11850116		0.27740562		0.19370688		0.04462705		0.4271764934	
765	Hymenoptera_Group_76	Perilampus stygicus	Native	33		1	1	1	0.1164776		0.06791968		0.29806085		0.12392148		0.00207775		0.2278718591	
766	Hymenoptera_Group_77					0		2	0.12219988	0	0.06796935	0	0.34255787	0	0.1174951	0	0.00127928	1	0.1984171317	
767	Hymenoptera_Group_78					0		1	0.10569453		0.04921478		0.40782321		0.08659253		0.00089415		0.1206767511	
768	Hymenoptera_Group_79					0		1	0.10569453		0.04921478		0.41459237		0.07232066		7.59E-05		0.1187064296	
769	Hymenoptera_Group_8					0		1	0.15276913		0.10086905		0.385636		0.16901431		0.00244238		0.2615654399	
770	Hymenoptera_Group_80					0		1	0.1319296		0.0541714		0.43133331		0.07232066		0.00034829		0.1255905787	
771	Hymenoptera_Group_81					0		2	0.18934626	0	0.15414496	0	0.43700813	0	0.24740817	0	0.00011653	1	0.3527279001	
772	Hymenoptera_Group_82	Myrmecina americana	Native	33		1	1	1	0.16884471		0.08350639		0.64946026		0.12121357		2.32E-06		0.1285781366	
773	Hymenoptera_Group_83	Ponera pennsylvanica	Native	33		1	2	2	0.02604721	0	0	0	0.1486327	0	0	0	0.00041605	1	0	
774	Hymenoptera_Group_84	Ponera pennsylvanica	Native	33		1	2	1	0.02604721		0		0.1486327		0		0.00075667		0	
775	Hymenoptera_Group_85					0		1	0.1886326		0.08839859		0.58511892		0.11351462		9.30E-07		0.1510779894	
776	Hymenoptera_Group_86					0		1	0.11682739		0.01910932		0.72841834		0.03248546		2.65E-09		0.02623399076	
777	Hymenoptera_Group_87					0		2	0.04692073	0.00256005	0.00270815	0	0.26324629	0.01318715	0.00622492	0	1.72E-10	0.15717212	0.0102875144	0
778	Hymenoptera_Group_88	Camponotus chromaiodes	Native	33		2	1	9	0.04692073	0.00703599	0.00270815	0.00203503	0.26324629	0.02960093	0.00622492	0.00466869	1.14E-10	0.36847236	0.0102875144	0.0687488535
779	Hymenoptera_Group_88	Camponotus pennsylvanicus	Native	33		2	1	9	0.04692073	0.00703599	0.00270815	0.00203503	0.26324629	0.02960093	0.00622492	0.00466869	1.14E-10	0.36847236	0.0102875144	0.0687488535
780	Hymenoptera_Group_89	Tapinoma sessile	Native	33		1	2	1	0.08404406		0.01595593		0.48681531		0.02777956		2.19E-07		0.03277614667	
781	Hymenoptera_Group_9					0		54	0.15276913	0	0.10086905	0	0.32467126	0	0.16901431	0	0.00220049	1	0.3106805635	
782	Hymenoptera_Group_90	Tapinoma sessile	Native	33		1	2	5	0.08404406	0.00900277	0.01595593	0	0.48681531	0.04801005	0.02777956	0	1.07E-07	0.02356309	0.03277614667	0
783	Hymenoptera_Group_91					0		1	0.15127878		0.0439499		0.63069631		0.07586575		1.72E-07		0.06968472671	
784	Hymenoptera_Group_92	Dolichoderus sp.	Unknown	33		1	1	2	0.15127878	0	0.0439499	0	0.62192666	0	0.07586575	0	4.31E-07	1	0.0706673356	
785	Hymenoptera_Group_93					0		1	0.18732324		0.07735594		0.84823318		0.09576691		6.61E-10		0.09119655046	
786	Hymenoptera_Group_94	Myrmica rubra	Introduced	33		1	1	3	0.12797316	0.00085321	0.02861006	0.00130463	0.58833917	0	0.03879713	0.00305111	1.67E-07	0.54590088	0.04862851474	
787	Hymenoptera_Group_95					0		1	0.08709576		0.01211332		0.53686792		0.02817088		2.65E-05		0.02256294248	
788	Hymenoptera_Group_96	Myrmica punctiventris	Native	33		1	1	2	0.10481838	0.00127919	0.01613508	0	0.44188553	0.00681823	0.02342027	0	2.83E-05	0.31768164	0.03651416239	0
789	Hymenoptera_Group_97	Myrmica fracticornis	Native	33		1	1	1	0.08709576		0.01211332		0.53686792		0.02342027		1.19E-05		0.02256294248	
790	Hymenoptera_Group_98	Aphaenogaster rudis	Native	33		1	1	2	0.05173025	0.0025607	0	0	0.31275515	0.01330412	0	0	4.63E-09	0.15714816	0	0
791	Hymenoptera_Group_99					0		1	0.04935934		0		0.2839251		0		3.86E-08		0	
792	Lepidoptera_Group_1	Feniseca tarquinius	Native	33	50	1	1	105	0.15498101	0.00225233	0.04317035	0.00022922	0.75375189	0.01067743	0.05651685	0.00052154	0	0.49755471	0.05727395257	0.02146771274
793	Lepidoptera_Group_10	Antispila viticordifoliella	Unknown	33		1	2	1	0.03447109		0.00797615		0.15983014		0.01379332		4.93E-09		0.04990391675	
794	Lepidoptera_Group_100	Lobophora nivigerata	Native	33	50	1	1	1	0.07761146		0.00432806		0.45654738		0		3.07E-13		0.009479979931	
795	Lepidoptera_Group_101	Erynnis baptisiae	Native	33	50	1	1	2	0.09199699	0.00129272	0.01604876	0	0.40752966	0.00650763	0.02309571	0	2.54E-12	0.31775631	0.0393805938	0
796	Lepidoptera_Group_102	Oneida lunulalis	Unknown	33		1	1	1	0.08506598		0.01888264		0.35967981		0.02309571		1.16E-11		0.05249847079	
797	Lepidoptera_Group_103	Dryocampa rubicunda	Native	33	50	1	1	2	0.05338818	0	0.01211332	0	0.25425934	0	0.02777956	0	1.09E-11	1	0.04764159303	
798	Lepidoptera_Group_104	Anisota senatoria	Native	66	50	1	1	3	0.05338818	0	0.01211332	0	0.25425934	0	0.00917438	0	5.16E-11	1	0.04764159303	
799	Lepidoptera_Group_105					0		4	0.09415886	0.00194135	0.01575061	0	0.494561	0.00964095	0.0184337	0	0	0.3388208	0.03184765883	0
800	Lepidoptera_Group_106	Nascia acutellus	Unknown	33		1	1	1	0.0896792		0.01813386		0.4027649		0.00917438		3.66E-14		0.04502343675	
801	Lepidoptera_Group_107					0		1	0.08910155		0.02926708		0.39805334		0.03248546		4.55E-11		0.07352552299	
802	Lepidoptera_Group_108	Prochoreutis inflatella	Unknown	33		1	1	1	0.09126962		0.02021172		0.43170548		0.0205675		7.57E-13		0.0468183077	
803	Lepidoptera_Group_109	Macrorrhinia endonephele	Unknown	33		1	1	1	0.07298604		0.02147798		0.34460452		0.01098912		2.19E-10		0.06232646049	
804	Lepidoptera_Group_11	Antispila viticordifoliella	Unknown	33		1	2	1	0.03447109		0.00797615		0.15983014		0.01379332		2.91E-07		0.04990391675	
805	Lepidoptera_Group_110					0		3	0.0619482	0.00258834	0.00558185	0	0.34361525	0.01312986	0.00547947	0	3.76E-11	0.3885497	0.01624447693	0
806	Lepidoptera_Group_111	Acrobasis sylviella	Unknown	66		1	1	2	0.07554256	0.00135646	0.01561931	0	0.31189695	0.0068966	0.01416071	0	1.48E-10	0.3176628	0.05007843135	0
807	Lepidoptera_Group_112					0		1	0.0714802		0.01399574		0.34996465		0.00457667		2.51E-10		0.03999186775	
808	Lepidoptera_Group_113					0		1	0.0714802		0.00601008		0.31189695		0.00457798		1.92E-10		0.0192694414	
809	Lepidoptera_Group_114	Costaconvexa centrostrigaria	Native	33	50	1	1	3	0.08176367	0.00086181	0.01157346	0	0.45285118	0.00444447	0.00917438	0	3.95E-13	0.54514538	0.02555687279	0
810	Lepidoptera_Group_115	Aethalura intertexta	Native	66	50	1	1	2	0.07824324	0.01103491	0.003843	0.00246711	0.45546114	0.04011651	0.00228833	0.00563382	2.07E-11	0.03645359	0.008437602382	0.06149861989
811	Lepidoptera_Group_116	Operophtera brumata	Introduced	66	100	1	1	29	0.06674477	0	0.00432806	0	0.39486248	0	0	0	3.54E-15	1	0.01096092999	
812	Lepidoptera_Group_117	Pleuroprucha insulsaria	Native	33	50	1	1	1	0.07846765		0.00694909		0.37981525		0.00457667		1.96E-11		0.01829597416	
813	Lepidoptera_Group_118	Heliomata cycladata	Native	33	50	1	1	9	0.07782011	0.0005213	0.00618649	0	0.45893385	0.00270254	0.00476107	0	1.87E-12	0.7491341	0.01348013445	0
814	Lepidoptera_Group_119	Euclea delphinii	Unknown	33		1	1	3	0.07433628	0	0.01507128	0	0.36249177	0	0.01218036	0	1.48E-11	1	0.04157688877	
815	Lepidoptera_Group_12	Antispila isabella	Native	33		1	1	5	0.10158257	0.00051697	0.01459558	0	0.60610721	0.00254779	0.01379332	0	0	0.72711581	0.02408085527	0
816	Lepidoptera_Group_120	Parapediasia teterrellus	Unknown	33		1	1	1	0.08930206		0.00902417		0.44434059		0.0034325		0		0.02030912818	
817	Lepidoptera_Group_121	Cyclophora pendulinaria	Native	33	50	1	1	1	0.07846765		0.00694909		0.45009733		0.00457667		1.45E-13		0.01543908292	
818	Lepidoptera_Group_122	Abrostola urentis	Native	66	50	1	1	1	0.0759256		0.00799475		0.39544344		0		5.02E-13		0.02021717695	
819	Lepidoptera_Group_123					0		2	0.0884741	0.00388526	0.01470635	0	0.45062654	0.01948161	0.00995033	0	9.27E-13	0.0828567	0.03263533923	0
820	Lepidoptera_Group_124	Chlorochlamys chloroleucaria	Native	33	50	1	1	4	0.07767234	0.00310236	0.00597833	0.00077071	0.42915575	0.01342587	0.00133334	0.00177778	2.28E-12	0.42191385	0.01393044367	0.05740484602
821	Lepidoptera_Group_125	Pero honestaria	Native	33	50	1	1	1	0.0431348		0		0.24847344		0		3.14E-12		0	
822	Lepidoptera_Group_126	Pero ancetaria	Native	33	50	1	1	2	0.0431348	0.00388526	0	0	0.24847344	0.01973798	0	0	1.22E-11	0.08281803	0	0
823	Lepidoptera_Group_127	Blastobasis glandulella	Unknown	33		1	1	1	0.09159485		0.01777861		0.44939402		0.0107211		1.98E-13		0.03956129634	
824	Lepidoptera_Group_128	Alsophila pometaria	Native	33	50	1	1	1	0.08012182		0.00597018		0.43562372		0.0126584		1.97E-13		0.0137049011	
825	Lepidoptera_Group_129	Eusarca confusaria	Native	33	50	1	1	2	0.07716988	0	0.0079682	0	0.36853993	0	0.00917438	0	3.91E-13	1	0.02162099504	
826	Lepidoptera_Group_13	Antispila Vitis2USA				1	1	2	0.10158257	0.00138525	0.01459558	0	0.54086472	0.00696061	0.0143042	0	1.65E-11	0.31764741	0.02698563885	0
827	Lepidoptera_Group_130					0		1	0.10521248		0.02361238		0.44939488		0.03961147		4.70E-13		0.05254261019	
828	Lepidoptera_Group_131	Glena cognataria	Native	33	50	1	1	1	0.07900045		0.009957		0.43108015		0.00917438		0		0.02309779284	
829	Lepidoptera_Group_132					0		1	0.08573105		0.01119268		0.45357916		0.00457667		0		0.02467635418	
830	Lepidoptera_Group_133	Mocis latipes	Native	33	50	1	1	1	0.07405775		0.00597811		0.38555039		0		1.21E-12		0.01550539217	
831	Lepidoptera_Group_134	Scopula inductata	Native	33	50	1	1	2	0.07404796	0	0.00598607	0	0.40635116	0	0.00457667	0	4.69E-13	1	0.01473127332	
832	Lepidoptera_Group_135	Packardia geminata	Unknown	33		1	1	1	0.02156145		0.00229181		0.10697591		0.00527342		3.60E-07		0.02142360836	
833	Lepidoptera_Group_136	Packardia elegans	Unknown	33		1	1	2	0.02156145	0.00505515	0.00229181	0	0.10697591	0.02608959	0.00527342	0	1.25E-06	0.08186422	0.02142360836	0
834	Lepidoptera_Group_137					0		1	0.07363075		0.02819124		0.32169682		0.03248546		5.21E-11		0.08763294583	
835	Lepidoptera_Group_138					0		2	0.07363075	0.00129241	0.02819124	0	0.32169682	0.00659345	0.0372136	0	3.91E-10	0.31773568	0.08763294583	0
836	Lepidoptera_Group_139					0		1	0.09305668		0.02422007		0.42857639		0.02000067		3.11E-12		0.05651284244	
837	Lepidoptera_Group_14	Antispila freemani	Native	33		1	1	1	0.13164233		0.02022367		0.56065405		0.01379332		1.98E-13		0.03607156677	
838	Lepidoptera_Group_140					0		1	0.07446089		0.00600203		0.3771711		0.00457667		1.12E-11		0.0159132818	
839	Lepidoptera_Group_141	Microcrambus elegans	Unknown	33		1	1	2	0.08210591	0.00129667	0.00700953	0	0.42539594	0.00665193	0.00921685	0	4.30E-12	0.31772162	0.01647766079	0
840	Lepidoptera_Group_142	Apoda biguttata	Unknown	33		1	1	1	0.06345616		0.00782276		0.34808538		0.00597017		2.67E-12		0.0224736816	
841	Lepidoptera_Group_143	Amblyscirtes vialis	Native	66	50	1	1	2	0.0725551	0	0.00798145	0	0.37390667	0	0.00457667	0	1.70E-12	1	0.02134610222	
842	Lepidoptera_Group_144	Thymelicus lineola	Introduced	33	50	1	1	2	0.06178039	0	0.00798145	0	0.33556358	0	0.00457667	0	1.60E-10	1	0.02378520935	
843	Lepidoptera_Group_145	Polites origenes	Native	33	50	1	1	1	0.04588864		0.00537277		0.25002716		0.00689309		6.86E-09		0.02148874546	
844	Lepidoptera_Group_146	Hesperia sassacus	Native	33	50	1	1	1	0.0323508		0.00057034		0.18469209		0.00132014		3.76E-09		0.003088058617	
845	Lepidoptera_Group_147	Hesperia metea	Native	33	50	1	1	5	0.0323508	0.00449549	0.00057034	0.0011396	0.18469209	0.01980917	0.00132014	0.00264027	2.31E-08	0.61388194	0.003088058617	0.05752891211
846	Lepidoptera_Group_148	Lomographa vestaliata	Native	33	50	1	1	3	0.07672018	0.00432644	0.00452475	0	0.41510465	0.02252633	0.00917438	0	9.67E-13	0.34983079	0.01090026334	0
847	Lepidoptera_Group_149	Epirrhoe alternata	Native	33	50	1	1	1	0.07557884		0.00595832		0.4060175		0.00457667		2.54E-12		0.01467503248	
848	Lepidoptera_Group_15					0		1	0.13064411		0.04113437		0.58423396		0.05468184		0		0.07040735872	
849	Lepidoptera_Group_150	Gueneria similaria	Native	33	50	1	1	2	0.06662395	0	0.00560873	0	0.38013666	0	0.00300301	0	8.47E-12	1	0.0147545096	
850	Lepidoptera_Group_151	Hypagyrtis unipunctata	Native	33	50	1	1	5	0.06396024	0.00503127	0.00517385	0.00196883	0.36107082	0.01916678	0.00227275	0.0045455	4.43E-14	0.17946749	0.0143291834	0.1027209578
851	Lepidoptera_Group_152	Lycia ypsilon	Native	33	50	1	1	5	0.06396024	0.00468087	0.00635599	0.00079221	0.36107082	0.02178357	0.0093167	0.00183067	9.14E-13	0.39930878	0.01760316716	0.0363673172
852	Lepidoptera_Group_153	Euchlaena madusaria	Native	33	50	1	1	3	0.07389714	0	0.00795236	0	0.4355722	0	0.01379332	0	5.36E-13	1	0.0182572717	
853	Lepidoptera_Group_154	Protoboarmia porcelaria	Native	33	50	1	1	6	0.07773757	0.00317629	0.00071596	0.0007728	0.46028972	0.01383984	0.00035746	0.00178731	7.20E-13	0.23911315	0.001555455116	0.05583879582
854	Lepidoptera_Group_155	Amphion floridensis	Native	66	50	1	1	1	0.06585221		0.00727278		0.36328018		0		3.35E-13		0.02001975445	
855	Lepidoptera_Group_156	Chionodes thoraceochrella	Unknown	33		1	1	16	0.05318357	0.00116441	0.00651884	0	0.2807239	0.00592081	0	0	1.86E-10	0.54096436	0.02322153547	0
856	Lepidoptera_Group_157					0		1	0.07987271		0.00845168		0.46406309		0.00461974		5.61E-14		0.01821235126	
857	Lepidoptera_Group_158	Celiptera frustulum	Native	33	50	1	1	1	0.07405775		0.00597811		0.43113561		0		6.37E-13		0.01386596203	
858	Lepidoptera_Group_159	Iridopsis larvaria	Native	33	50	1	1	1	0.0731018		0.0019802		0.43755412		0		4.95E-13		0.004525611597	
859	Lepidoptera_Group_16	Monopis pavlovskii	Introduced	33	50	1	1	1	0.11466941		0.0387446		0.43041847		0.05153365		9.04E-11		0.0900161185	
860	Lepidoptera_Group_160	Anavitrinella pampinaria	Native	66	50	1	1	2	0.07281238	0	0.00198042	0	0.37274032	0	0	0	2.11E-09	1	0.005313135966	
861	Lepidoptera_Group_161	Tetracis cachexiata	Native	33	50	1	1	3	0.07246191	0.0017252	0.00198304	0	0.42528741	0.00888912	0	0	3.22E-12	0.43809473	0.004662823195	0
862	Lepidoptera_Group_162	Epimecis hortaria	Native	33	50	1	1	1	0.07864415		0.00198216		0.44412589		0		0		0.004463058886	
863	Lepidoptera_Group_163	Metarranthis pilosaria	Native	33	50	1	1	5	0.02802174	0.00092923	0.002248	0	0.09653585	0.00472449	0	0	4.72E-06	0.5904567	0.02328668572	0
864	Lepidoptera_Group_164					0		2	0.0285323	0	0.002248	0	0.14151967	0	0	0	2.27E-08	1	0.01588471765	
865	Lepidoptera_Group_165	Metarranthis hypochraria	Native	33	50	1	1	3	0.0285323	0.00086181	0.00198741	0	0.14151967	0.00438599	0.00457667	0	3.91E-08	0.54515944	0.01404334818	0
866	Lepidoptera_Group_166					0		8	0.03432516	0	0.00198741	0	0.17598553	0	0.00457667	0	2.92E-09	1	0.01129303074	
867	Lepidoptera_Group_167	Metarranthis duaria	Native	33	50	1	1	6	0.03759522	0.004234	0	0	0.21547527	0.02192942	0	0	8.69E-11	0.11590043	0	0
868	Lepidoptera_Group_168	Metarranthis amyrisaria	Native	33	50	1	1	1	0.03031342		0.00396826		0.14467775		0.00917438		2.70E-08		0.0274282673	
869	Lepidoptera_Group_169	Metarranthis angularia	Native	33	50	1	2	1	0.02633759		0.00396564		0.12950744		0.00917438		9.01E-08		0.03062094348	
870	Lepidoptera_Group_17	Synanthedon acerni	Unknown	33		1	1	1	0.07466572		0.007341		0.42553335		0.0111733		2.33E-14		0.01725129182	
871	Lepidoptera_Group_170	Metarranthis angularia	Native	33	50	1	2	2	0.02633759	0	0	0	0.12950744	0	0	0	1.02E-07	1	0	
872	Lepidoptera_Group_171					0		1	0.03302191		0		0.16858953		0		5.32E-09		0	
873	Lepidoptera_Group_172	Heterophleps triguttaria	Native	33	50	1	1	3	0.07447516	0.00518344	0.01497056	0	0.34560697	0.02706611	0.02309571	0	1.14E-11	0.05078303	0.04331671899	0
874	Lepidoptera_Group_173					0		1	0.08447216		0.01004031		0.41114501		0.00917438		1.06E-14		0.02442036205	
875	Lepidoptera_Group_174	Metanema inatomaria	Native	33	50	1	1	2	0.07087121	0	0.00198413	0	0.43170548	0	0	0	0	1	0.004596026902	
876	Lepidoptera_Group_175	Eutrapela clemataria	Native	33	50	1	1	3	0.07275865	0.0025886	0.0019802	0	0.41938782	0.01332414	0	0	2.78E-12	0.18588282	0.004721644038	0
877	Lepidoptera_Group_176	Elachista griseicornis	Unknown	33		1	1	2	0.07594943	0	0.00845168	0	0.37579714	0	0.00793168	0	1.27E-09	1	0.02249000618	
878	Lepidoptera_Group_177	Bactra verutana	Unknown	33		1	1	1	0.07438551		0.00699073		0.4066785		0		5.30E-12		0.01718981948	
879	Lepidoptera_Group_178					0		1	0.08634961		0.02005391		0.39000853		0.01379332		2.04E-12		0.05141915742	
880	Lepidoptera_Group_179	Ennomos magnaria	Native	33	50	1	1	1	0.06958029		0.00495542		0.3645458		0.00457667		3.17E-13		0.01359340856	
881	Lepidoptera_Group_18	Monopis marginistrigella	Native	33	50	1	1	1	0.11466941		0.0387446		0.45595883		0.05153365		9.49E-12		0.08497389995	
882	Lepidoptera_Group_180	Plagodis alcoolaria	Native	33	50	1	1	2	0.06916281	0.00518265	0.00197955	0	0.40680482	0.02690872	0	0	0	0.04488176	0.004866092786	0
883	Lepidoptera_Group_181	Lambdina pellucidaria	Native	33	50	1	1	1	0.02358275		0.00198282		0.1211156		0		4.40E-08		0.01637130147	
884	Lepidoptera_Group_182	Lambdina fiscellaria	Native	33	50	1	1	1	0.02358275		0.00198282		0.1211156		0		1.03E-07		0.01637130147	
885	Lepidoptera_Group_183	Xanthotype urticaria	Native	33	50	1	1	1	0.06835914		0.00495542		0.40036775		0.00457667		1.01E-11		0.01237717074	
886	Lepidoptera_Group_184	Probole sp.				1	1	6	0.07307642	0.00467976	0.00198238	0	0.4462652	0.02442846	0	0	2.46E-14	0.28239056	0.004442156816	0
887	Lepidoptera_Group_185	Caripeta piniata	Native	33	50	1	1	2	0.06293433	0	0.00696291	0	0.34087712	0	0.00457667	0	4.38E-10	1	0.02042645162	
888	Lepidoptera_Group_186	Nemoria mimosaria	Native	33	50	1	1	2	0.06292734	0.00258719	0.00397264	0	0.34087712	0.01330412	0.00457667	0	2.06E-11	0.15714816	0.01165417028	0
889	Lepidoptera_Group_187	Melanolophia canadaria	Native	33	50	1	1	1	0.05997507		0.00197955		0.33318368		0		1.64E-11		0.005941317414	
890	Lepidoptera_Group_188	Antepione thisoaria	Native	66	50	1	1	1	0.05997507		0.00595635		0.33318368		0.00917438		6.01E-12		0.01787707609	
891	Lepidoptera_Group_189	Machimia tentoriferella	Unknown	33		1	1	9	0.06915136	0.00568585	0.00864293	0.00132276	0.34560697	0.02537441	0.01020551	0.00305872	2.57E-11	0.32643856	0.02500797365	0.05212968499
892	Lepidoptera_Group_19	Acrolophus mora	Native	33		1	1	5	0.11625632	0.00051728	0.02223483	0	0.55367604	0.00251179	0.02322453	0	0	0.72712447	0.04015855553	0
893	Lepidoptera_Group_190					0		6	0.07476073	0.00397719	0.01450424	0.00066181	0.39000853	0.01817547	0.01083972	0.00152556	8.58E-12	0.22601016	0.03718954557	0.03641226334
894	Lepidoptera_Group_191	Scopula limboundata	Native	33	50	1	1	2	0.07404796	0.00258658	0.00598607	0	0.37939137	0.01312944	0.00457667	0	1.01E-12	0.15718394	0.01577808689	0
895	Lepidoptera_Group_192	Besma endropiaria	Native	33	50	2	1	3	0.06601593	0.01129306	0.00198042	0	0.36547283	0.05996417	0	0	7.91E-13	0.02800567	0.005418788587	0
896	Lepidoptera_Group_192	Besma quercivoraria	Native	33	50	2	1	3	0.06601593	0.01129306	0.00198042	0	0.36547283	0.05996417	0	0	7.91E-13	0.02800567	0.005418788587	0
897	Lepidoptera_Group_193					0		2	0.07970585	0.00779003	0.01201188	0.00599204	0.4262996	0.01969479	0.01613505	0.01379332	1.61E-13	0.24915154	0.02817708485	0.3042449298
898	Lepidoptera_Group_194					0		1	0.07358249		0.00199667		0.4544689		0		0		0.004393413939	
899	Lepidoptera_Group_195	Cameraria hamameliella	Native	33	50	1	1	1	0.06605102		0.00600804		0.37040848		0.01379332		0		0.01622003902	
900	Lepidoptera_Group_196	Cameraria bethunella	Native	33	50	1	1	1	0.05796258		0.00199734		0.33446522		0		0		0.005971741995	
901	Lepidoptera_Group_197	Cameraria bethunellacomplex	Unknown	33		2	1	2	0.05796258	0.01302781	0.00199667	0	0.33446522	0.06685939	0	0	1.68E-14	0.00141049	0.005969738797	0
902	Lepidoptera_Group_197	Cameraria CastaneaCSE1415	Unknown	33		2	1	2	0.05796258	0.01302781	0.00199667	0	0.33446522	0.06685939	0	0	1.68E-14	0.00141049	0.005969738797	0
903	Lepidoptera_Group_198	Cameraria corylisella	Native	33	50	1	1	1	0.06817113		0.00800808		0.36563961		0.00917438		0		0.02190156586	
904	Lepidoptera_Group_199	Cameraria lentella	Native	33	50	1	1	1	0.06817113		0.01003695		0.36563961		0.00995033		1.16E-11		0.02745039029	
905	Lepidoptera_Group_2	Antispila nysaefoliella	Native	33		1	1	1	0.13787836		0.02022367		0.78637306		0.01379332		0		0.02571765365	
906	Lepidoptera_Group_20	Eoparargyractis plevie	Unknown	33		1	1	1	0.10715678		0.02403852		0.51073811		0.02000067		0		0.04706623518	
907	Lepidoptera_Group_200					0		1	0.06787106		0.0140802		0.32751898		0.02309571		1.40E-12		0.04299048562	
908	Lepidoptera_Group_201	Cameraria quercivorella	Native	33	50	1	1	1	0.04907629		0.00650763		0.25585886		0.01379332		2.02E-11		0.02543445242	
909	Lepidoptera_Group_202	Macrosaccus morrisella	Unknown	33		1	1	1	0.0982125		0.01809739		0.47482316		0.02309571		2.44E-11		0.03811395805	
910	Lepidoptera_Group_203	Phyllonorycter apparella	Unknown	33		1	1	1	0.08932326		0.01402847		0.46685995		0.0184337		2.27E-14		0.03004856167	
911	Lepidoptera_Group_204	Phyllonorycter propinquinella	Native	33	50	1	1	2	0.04632267	0.00649416	0.00099734	0.00200401	0.26052473	0.02637634	0.00114417	0.00459771	6.61E-12	0.06713483	0.003828197039	0.07597756171
912	Lepidoptera_Group_205	Phyllonorycter blancardella	Unknown	33		1	1	1	0.04284816		0.00099734		0.23214123		0		2.15E-11		0.00429626396	
913	Lepidoptera_Group_206	Phyllonorycter n sp. malus				1	1	4	0.04284816	0.0015473	0.00151708	0.00101809	0.23214123	0.00445286	0.00347395	0.00233659	5.20E-11	0.49541862	0.006535159653	0.2286373252
914	Lepidoptera_Group_207	Phyllonorycter clemensella	Native	33	50	1	1	2	0.07727386	0.00259053	0	0	0.45567231	0.01330412	0	0	0	0.15714816	0	0
915	Lepidoptera_Group_208	Phyllonorycter emberizaepenella	Unknown	33		1	1	1	0.0757691		0.00797615		0.44149459		0.00457667		3.02E-11		0.01806624629	
916	Lepidoptera_Group_209	Phyllonorycter trinotella	Native	33	50	1	1	1	0.06198613		0		0.37723474		0		5.01E-13		0	
917	Lepidoptera_Group_21	Aethes argentilimitana	Native	33		1	1	1	0.04677075		0.01266556		0.21576155		0.02209754		2.40E-10		0.05870165467	
918	Lepidoptera_Group_210	Phyllonorycter lucidicostella	Native	33	50	1	1	1	0.06198613		0		0.37723474		0		0		0	
919	Lepidoptera_Group_211	Phyllonorycter diversella	Native	33	50	1	1	1	0.07251981		0.01102125		0.37877453		0.00457667		1.19E-13		0.02909712541	
920	Lepidoptera_Group_212	Phyllonorycter maestingella	Unknown	33		1	1	3	0.06757105	0.00086629	0.00802348	0	0.32798313	0	0.00459076	0	1.25E-11	1	0.02446308748	
921	Lepidoptera_Group_213	Phyllonorycter intermixta	Native	33	50	1	2	1	0.01961963		0.0100135		0.06776616		0.02309571		1.01E-05		0.1477654924	
922	Lepidoptera_Group_214	Phyllonorycter intermixta	Native	33	50	1	2	1	0.01961963		0.00800811		0.06776616		0.00457667		1.86E-05		0.1181726986	
923	Lepidoptera_Group_215	Phyllonorycter aeriferella	Native	33	50	1	1	1	0.06132942		0.00963981		0.32410002		0.00457667		3.90E-11		0.02974331813	
924	Lepidoptera_Group_216	Phyllonorycter usaqilicofolia	Unknown	33		1	1	1	0.05459995		0.00364372		0.30851349		0.00305813		6.62E-11		0.01181056945	
